48:3.16228 141:2.82843
8034:1.41421 8115:1.41421
8069:2.23607 8075:1
8107:2.82843 8152:3
8089:1 8155:1
8062:5.38516 8082:4.47214
8036:2 8078:3
8025:5 8171:3
8042:3 8067:2.23607
8050:3.16228 8051:3.16228
8062:2.23607 8158:2.23607
8099:2.82843 8152:2.23607
8061:2 8145:2.23607
8091:2.82843 8159:2.23607
8141:4.24264 8157:4.12311
8012:2.82843 8083:2.23607
8033:4.47214 8138:2.23607
8010:2 8021:2.82843
8113:3.60555 8122:3.16228
8034:2 8097:1.41421
8041:1 8118:1
8019:2.23607 8128:1.41421
8076:1.41421 8116:1
8053:2.23607 8160:1
8005:1.41421 8020:1.41421
8119:3.60555 8160:2.82843
8050:1.41421 8127:2.23607
8091:2 8149:1.41421
8026:2 8066:2.23607
8124:3.16228 8163:2.23607
8135:3.16228 8140:1
8122:2.23607 8158:1.41421
8019:1 8117:1.41421
8051:2.23607 8105:4.12311
8023:1.41421 8134:1.41421
8009:1 8089:2.23607
8054:2 8055:1.41421
8058:1.41421 8077:1
8130:1.41421 8137:1.41421
8115:2 8140:3
8085:1 8156:1.41421
8023:1.41421 8079:1
8033:2.23607 8112:2.23607
8080:3 8128:2.82843
8126:1 8135:3
8110:4.24264 8157:4.12311
8009:2.82843 8174:2.82843
8042:1.41421 8060:1
8024:2 8166:3.16228
8055:2.23607 8061:1
8006:2.82843 8070:3.60555
8026:3.60555 8164:3
8014:5 8090:4
8008:2.82843 8123:1.41421
8019:2 8155:2
8054:2 8167:1.41421
8099:3 8107:2.23607
8024:2 8166:1.41421
8091:2.23607 8159:1.41421
8040:1 8100:1
8079:1.41421 8136:1.41421
8110:4.12311 8141:4.12311
8106:2.23607 8127:1.41421
8091:1 8154:1.41421
8053:2.82843 8119:1
8047:1.41421 8068:1
8015:1.41421 8016:1.41421
8066:1.41421 8124:2.23607
8026:2 8124:2.82843
8093:2 8123:2.23607
8010:1 8024:1.41421
8074:3 8151:1.41421
8000:1.41421 8085:2
8063:1 8173:4
8057:2.23607 8092:3
8025:7.61577 8103:3
8087:2 8096:1.41421
8006:1.41421 8071:1
8037:1.41421 8142:2.82843
8219:7 8398:9.48683
8207:3.16228 8306:2.23607
8330:5.83095 8372:1
8308:6.7082 8361:5.38516
8262:7 8358:5.09902
8195:2.23607 8239:3.16228
8381:7.61577 8397:2.82843
8385:2.82843 8396:2
8312:4.12311 8316:2.82843
8242:7.2111 8307:8.544
8189:2 8214:3
8199:5.65685 8328:6.32456
8204:2.23607 8345:2.82843
8192:3.60555 8203:3.60555
8185:2 8371:3.16228
8348:1.41421 8379:2
8304:4.24264 8335:4.47214
8188:3.60555 8379:3.60555
8241:4.12311 8253:1
8274:2 8360:3.16228
8180:2.23607 8239:2.23607
8249:2.23607 8384:3.60555
8285:7.28011 8315:7.07107
8238:4.24264 8282:2.82843
8186:5.65685 8396:5.09902
8217:4 8332:2.23607
8252:4.47214 8298:6.08276
8268:6.7082 8287:7.07107
8188:3.60555 8379:3.60555
8187:2.23607 8345:4.12311
8322:1.41421 8350:1
8302:3.60555 8329:3.60555
8176:3.16228 8335:2.23607
8235:5.38516 8308:5.38516
8227:5.09902 8276:5
8276:2.82843 8313:6.32456
8301:1 8367:6.40312
8295:2 8375:1.41421
8286:4.24264 8373:2.23607
8185:3 8363:3
8231:5.09902 8333:5
8233:9.43398 8237:5
8200:4 8332:3.60555
8286:3.16228 8373:5
8175:7 8352:7.2111
8339:1 8382:1.41421
8342:6.7082 8354:7
8364:3 8387:5.38516
8227:5.65685 8349:2.23607
8226:8.06226 8320:5
8292:2 8326:7
8224:8.06226 8357:8.60233
8209:5.09902 8223:5.65685
8242:4 8321:4.47214
8324:6.40312 8399:3.60555
8264:2.82843 8318:3.16228
8257:5 8333:4.12311
8353:2.82843 8381:7.2111
8237:5.09902 8340:3.16228
8267:9.43398 8338:7.07107
8208:5.38516 8308:4
8199:6.08276 8259:1
8216:5 8233:5.09902
8198:4.24264 8278:4.47214
8180:3.16228 8195:2.23607
8255:5 8272:3.16228
8193:4.12311 8253:4
8228:4 8327:4.12311
8220:3.16228 8339:2.23607
8293:8 8393:5
8264:3 8318:3.60555
8212:5 8375:5
8265:11.4018 8374:9.21954
8337:5 8394:3.60555
8196:2.23607 8384:2
8337:2.23607 8394:3
8245:6.7082 8264:6
8201:4.47214 8334:4.12311
8193:1 8241:4
8284:6.7082 8309:5.65685
8239:4.12311 8347:1
8176:4.47214 8306:3
8231:5 8312:3
8251:8.60233 8327:6.40312
8199:6 8236:1
8192:6.40312 8279:7.28011
8225:9.21954 8326:10.2956
8238:6.40312 8282:6.08276
8226:9.21954 8357:9.84886
8230:2.82843 8245:3
8374:2.23607 8390:7.2111
8378:6.7082 8383:10
8364:6.08276 8387:1
8206:5.38516 8329:4.47214
8275:4.47214 8343:6.32456
8277:3.16228 8296:4.47214
8376:7.28011 8384:6.7082
8240:3.16228 8389:4.12311
8371:2.23607 8392:1
8194:2 8360:3.16228
8269:4.47214 8395:4.47214
8209:5 8210:2.82843
8270:3.16228 8296:1.41421
8238:4.47214 8310:5.38516
8260:7.28011 8303:3.60555
8245:5.83095 8344:1
8236:6.7082 8259:7.2111
8198:2.82843 8238:5.09902
8356:7.28011 8392:7.2111
8254:6.7082 8362:2.23607
8197:7.28011 8311:8.48528
8218:3.16228 8373:4.12311
8202:7.07107 8354:8
8228:6.08276 8242:7.81025
8302:5.09902 8345:5
8197:11.1803 8315:4.12311
8331:5 8346:10.0499
8225:2 8399:5.38516
8248:6.08276 8393:5
8358:7.61577 8370:8
8212:2 8375:1.41421
8270:4.47214 8277:1.41421
8185:4 8336:2.23607
8201:6.08276 8218:8.48528
8328:3 8330:3.16228
8205:4.24264 8346:2.23607
8211:1 8367:5.83095
8206:3.60555 8359:3.16228
8213:8.06226 8279:3.60555
8207:3.60555 8335:1.41421
8377:2.23607 8386:4.24264
8176:2.23607 8256:3
8184:8.544 8366:4.47214
8235:4 8361:4.47214
8254:5.65685 8284:10.0499
8238:6.7082 8278:5.38516
8285:8.48528 8313:10
8183:4.12311 8257:3
8210:6.32456 8276:5.65685
8244:8.60233 8293:7.61577
8197:7.07107 8290:4.12311
8183:2.82843 8194:4.12311
8221:10.6301 8354:7.07107
8230:3.16228 8264:3.16228
8212:6 8295:6.32456
8224:5 8325:4.47214
8228:4.47214 8296:6.32456
8205:1.41421 8350:1
8322:3.16228 8350:3
8229:6.40312 8369:8.06226
8320:4.47214 8357:1.41421
8295:3.60555 8375:5
8228:5 8242:4.12311
8299:3 8330:3.60555
8206:3.60555 8268:4.47214
8299:3.16228 8328:3.60555
8291:5 8346:7.61577
8200:2.23607 8217:3.60555
8215:5 8231:4.12311
8201:7.81025 8252:4.12311
8207:2.23607 8304:1.41421
8185:3.60555 8297:2.23607
8250:2.23607 8394:1.41421
8234:7.07107 8347:7.2111
8220:1 8243:2.23607
8233:3.16228 8355:5.09902
8297:7 8336:5.09902
8221:6.7082 8278:10.7703
8302:5.38516 8359:2.23607
8245:6.40312 8280:1
8187:2.82843 8204:4.12311
8205:6.40312 8300:2.23607
8239:4.47214 8255:1
8190:1.41421 8379:1.41421
8223:2.23607 8227:6.7082
8205:1 8322:1
8250:11 8311:11.1803
8191:6.32456 8370:5
8232:2.82843 8381:7.2111
8221:7 8317:7.07107
8237:5.09902 8340:5.09902
8283:7.28011 8392:8.544
8320:5.83095 8325:1.41421
8179:5.09902 8294:7.61577
8302:3.16228 8343:2.23607
8194:3.16228 8274:3.16228
8178:5.38516 8308:4.47214
8254:7.07107 8284:2.23607
8214:3 8273:4.12311
8222:3 8363:5.09902
8284:7 8362:9.05539
8307:4.47214 8391:8.544
8250:5 8337:4.47214
8339:3 8382:2.82843
8246:6.40312 8375:8
8304:5.38516 8352:5
8273:2.23607 8392:2.82843
8177:1 8376:6.32456
8213:2.23607 8286:4.12311
8247:9.21954 8265:2.23607
8212:1.41421 8295:1.41421
8249:4.47214 8384:5.65685
8305:2.23607 8386:2.23607
8200:6.7082 8266:6.7082
8190:2 8348:1.41421
8195:2.23607 8306:3.16228
8232:7.2111 8353:7.2111
8220:1.41421 8339:2.23607
8190:7.07107 8348:8
8196:3.60555 8249:2
8182:2.82843 8368:4.47214
8305:4.24264 8377:2.23607
8267:1 8364:5.09902
8389:1.41421 8398:4.47214
8272:4.12311 8388:1.41421
8275:7.2111 8395:4
8208:7.07107 8235:6.40312
8273:1 8371:2.82843
8244:5 8293:5
8250:3 8337:1.41421
8275:4.47214 8390:4
8182:2 8385:4.47214
8181:2.82843 8384:6.32456
8388:4.47214 8389:5.09902
8229:3.60555 8292:5.38516
8405:6.7082 8560:2.23607
8491:4.12311 8545:2.82843
8571:5.83095 8603:5
8538:8.48528 8629:8.94427
8594:4.24264 8653:6.7082
8400:6.7082 8557:6.40312
8635:1 8668:8.94427
8481:2.23607 8498:1.41421
8597:7.2111 8648:6.40312
8607:3.60555 8645:4.12311
8460:3.60555 8554:2
8412:1.41421 8422:6.40312
8411:1.41421 8422:5
8407:5.65685 8478:3
8445:2.23607 8519:4.24264
8442:5.09902 8671:2.23607
8575:7.81025 8601:9.21954
8626:1.41421 8667:5.38516
8423:5.83095 8558:8.544
8445:5.38516 8490:5
8514:6.40312 8608:7.2111
8549:10.0499 8660:2.23607
8412:5 8491:3.16228
8418:5.83095 8558:9.43398
8546:8.60233 8664:8.06226
8492:10.6301 8639:11.3137
8407:2.23607 8498:3.60555
8419:6.08276 8490:5.83095
8438:7 8658:2
8454:5 8611:1.41421
8486:2 8607:7.61577
8446:5 8585:3.60555
8441:8.06226 8592:4.47214
8567:7.28011 8670:9.84886
8574:4 8599:6.40312
8559:2.23607 8650:4.24264
8582:2 8663:4.47214
8544:6.40312 8621:3.16228
8529:5 8536:4
8564:7.07107 8584:3.16228
8475:2.23607 8620:1.41421
8521:2.23607 8592:5
8505:3.60555 8671:4.12311
8458:7.28011 8553:7.61577
8453:6.08276 8531:7
8414:2.23607 8419:5.38516
8431:5 8585:8.60233
8522:7.2111 8586:1.41421
8577:8.60233 8634:12.0416
8454:9.48683 8468:8.94427
8605:4.12311 8637:3
8525:3.60555 8666:7
8467:5.65685 8595:8.60233
8444:6.08276 8612:3.60555
8468:1.41421 8517:2.23607
8476:8.24621 8532:7.28011
8522:5.83095 8523:2.23607
8501:2 8549:5.09902
8443:7.28011 8553:5
8473:4.47214 8515:3.60555
8410:3.60555 8554:3
8464:7 8469:10.8167
8540:3.60555 8672:1.41421
8576:12.0416 8627:12.0416
8461:7 8469:9.05539
8491:4.47214 8545:3
8469:6.32456 8503:4.24264
8452:5.65685 8482:12.3693
8454:1.41421 8517:3
8466:6.32456 8503:5.83095
8588:3.60555 8629:2
8535:6.32456 8556:8.48528
8580:3.16228 8655:2
8459:4.47214 8608:5
8504:8.06226 8670:8.06226
8440:2.23607 8620:2.23607
8455:8.24621 8634:8
8493:6 8573:1.41421
8407:4.12311 8413:3
8541:8.24621 8595:8.544
8547:2.23607 8615:1
8407:2.23607 8498:1
8566:2.82843 8662:5.65685
8522:3.16228 8523:7.81025
8565:5.09902 8583:6.08276
8506:4.24264 8518:1.41421
8430:2 8672:6.7082
8564:4.47214 8609:1
8610:5.09902 8654:6.7082
8497:5.09902 8641:1.41421
8419:5 8427:5.83095
8422:3.16228 8545:2.23607
8639:1 8669:5.38516
8477:6 8651:3
8543:4 8616:2.82843
8569:5.38516 8622:3
8509:7.28011 8520:5.09902
8641:4.47214 8652:5
8407:1.41421 8481:1
8487:13.4536 8609:12.8062
8513:7.81025 8664:8.24621
8457:2 8549:7.07107
8551:5 8623:3.16228
8466:4.24264 8469:5.83095
8617:4.47214 8661:7.07107
8442:3.60555 8671:7.07107
8485:4.24264 8518:4.47214
8492:7.07107 8639:7.81025
8531:2.23607 8546:5
8496:7.28011 8525:8.94427
8434:9.05539 8574:5.09902
8604:4 8631:2.82843
8470:4.12311 8629:4.12311
8519:5.83095 8652:5.83095
8460:5.38516 8644:2.82843
8459:3.60555 8659:3.60555
8559:6.32456 8593:2.23607
8454:2.23607 8637:2.23607
8485:1.41421 8506:4.47214
8414:4.24264 8513:5.83095
8496:5.09902 8509:12.3693
8441:2.23607 8592:6.32456
8483:3.16228 8523:5
8456:2.23607 8522:5
8494:16.1245 8527:7
8451:3.60555 8666:4.47214
8535:15 8556:12.0416
8494:10.6301 8524:7
8471:11.6619 8535:8
8475:3 8536:1
8593:11.1803 8643:3.16228
8508:2.23607 8546:5.83095
8437:8.06226 8455:7.28011
8640:5 8647:2
8594:4.47214 8653:8.06226
8471:6.32456 8528:8
8475:3.16228 8529:1
8563:7.61577 8578:5
8403:8.48528 8481:8.94427
8521:10.4403 8551:9.21954
8462:3.60555 8672:3.60555
8479:8.24621 8595:1
8551:3.16228 8663:2
8494:4 8616:6.32456
8437:6.40312 8634:4.12311
8401:2.82843 8491:2.23607
8508:5 8531:5.83095
8480:2.23607 8657:1
8537:10.198 8563:5.83095
8457:5.09902 8584:6.08276
8540:8.24621 8667:9.05539
8502:5 8542:3.16228
8602:2 8638:3
8443:7.61577 8458:5
8410:2 8460:3
8572:3.60555 8625:4.47214
8471:8.48528 8535:8
8529:4.47214 8536:5.38516
8585:6.08276 8632:6.7082
8435:2.23607 8593:5
8400:2.23607 8581:5.09902
8580:7.07107 8653:5
8619:3.60555 8628:3.60555
8548:5.83095 8578:7.28011
8487:4.47214 8589:4.47214
8484:5.09902 8582:4.47214
8482:2.82843 8640:5
8433:7.28011 8670:16.1245
8576:7.07107 8665:4.47214
8552:3.16228 8602:5.09902
8482:6.32456 8662:2.82843
8603:2.23607 8667:2.23607
8555:3.60555 8625:1
8477:1.41421 8493:7.07107
8434:4 8510:5.09902
8431:7 8585:5.83095
8568:7.07107 8665:4.24264
8448:8.60233 8590:9.21954
8537:5 8563:7.28011
8590:7.2111 8606:11.1803
8472:3.16228 8655:3.16228
8400:7.28011 8560:5.09902
8436:2 8565:4.47214
8484:6.08276 8565:7.81025
8439:3.16228 8549:6.08276
8431:3.60555 8575:5.83095
8447:1.41421 8587:5.83095
8586:5.83095 8638:6.40312
8426:4.12311 8470:3.60555
8487:8 8564:4.47214
8577:9.21954 8579:7.2111
8618:3.16228 8633:3.60555
8432:4.47214 8441:5
8435:4.47214 8516:2.23607
8404:4.24264 8534:4.47214
8479:8.544 8541:1
8547:4.24264 8657:5
8408:7.2111 8648:2.23607
8511:5 8631:6.08276
8517:5 8637:4.47214
8506:5.65685 8518:6
8416:9.21954 8446:11.3137
8552:2 8638:1
8571:2.23607 8636:3.60555
8511:4 8631:2.82843
8429:5.38516 8450:4.12311
8577:11.3137 8579:11.1803
8409:3.60555 8645:4.47214
8420:7.2111 8473:5
8487:1 8564:5
8488:5.09902 8654:5.38516
8429:1.41421 8454:3.60555
8415:6.08276 8453:3.60555
8621:11.1803 8642:9.43398
8494:5 8616:3.60555
8480:1 8547:3.16228
8494:2.82843 8614:3.60555
8504:4.47214 8661:4.24264
8591:3.16228 8633:4.12311
8562:3.60555 8628:6
8440:1.41421 8475:2.23607
8437:3.16228 8642:4.24264
8495:3 8569:5.09902
8502:3.16228 8542:8.06226
8552:5.65685 8569:5.09902
8555:4.47214 8572:1
8417:1.41421 8667:6.08276
8522:8.24621 8523:6.40312
8562:3.60555 8670:4.12311
8470:2 8512:4.12311
8575:10.2956 8632:5.83095
8511:2.82843 8604:2.82843
8558:6.7082 8630:5.83095
8591:3.60555 8618:4.12311
8476:8 8544:4.12311
8406:1 8668:8.06226
8571:3.16228 8603:3.60555
8450:3 8517:2.23607
8552:3 8602:1
8492:1 8669:4.47214
8533:5 8566:5
8489:1.41421 8497:4.47214
8437:7.2111 8621:4.24264
8435:10.8167 8530:3.16228
8460:5 8514:2.82843
8409:4.12311 8607:4.47214
8512:5.09902 8629:5
8533:2 8668:3.60555
8408:6.40312 8597:2.23607
8578:9.84886 8581:10
8435:4.24264 8559:5.38516
8477:6.7082 8493:3
8497:5 8513:5.83095
8404:6.7082 8561:5
8610:5.38516 8621:6.08276
8472:2 8580:3.16228
8639:5.83095 8669:1.41421
8480:2.82843 8547:1
8428:2 8645:6.32456
8473:7.07107 8515:3.60555
8421:2.23607 8584:10.4403
8504:7.07107 8617:4.24264
8482:5.65685 8570:2.82843
8436:4.47214 8542:2
8424:8.06226 8500:8.24621
8568:4.47214 8576:4.24264
8451:7 8525:4.47214
8571:2.23607 8636:4.12311
8533:5.38516 8647:3.60555
8639:4.47214 8656:1.41421
8562:4.47214 8628:4.12311
8415:2.23607 8442:4.12311
8462:1.41421 8540:3.60555
8462:5 8672:6.40312
8633:10 8650:8.24621
8695:1.41421 8779:7.07107
8841:7.07107 8895:7.28011
8711:3.16228 8829:7.07107
8761:3.60555 8925:7.28011
8737:2.23607 8780:4
8826:7.61577 8903:4.12311
8837:9.84886 8994:9.05539
8807:8.94427 8955:10.7703
8720:6.7082 8753:6.08276
8739:4.12311 8819:5.65685
8691:1.41421 8715:9.21954
8818:7.07107 8974:6.40312
8934:5.09902 8937:5
8863:13 8986:8.06226
8719:3.16228 8826:4
8768:8.48528 8947:3.60555
8685:1.41421 8715:8.06226
8689:4.12311 8826:1
8793:4.12311 8921:4.12311
8879:6.40312 8958:4.47214
8675:1.41421 8779:6
8703:4.47214 8723:8.94427
8788:3 8882:11.6619
8678:8.544 8761:12.083
8714:13.8924 8846:3.16228
8724:7.2111 8749:5.38516
8734:5.09902 8786:5.38516
8820:6.08276 8923:1
8696:4.47214 8751:9.84886
8940:5.09902 8989:2.23607
8747:10.4403 8774:7
8833:8.60233 8969:7.28011
8858:10.4403 8861:5.65685
8836:3.60555 8971:3.16228
8860:3.60555 8983:3.60555
8893:3.16228 8945:7.81025
8677:3.16228 8829:10
8790:12.6491 8914:13.4536
8800:8.06226 8859:6.7082
8730:8.24621 8998:10.8167
8685:9.21954 8691:8.06226
8739:7.2111 8819:10.8167
8758:6.08276 8966:1
8727:7.2111 8917:5.38516
8689:3.16228 8924:5
8683:6.7082 8800:8.60233
8974:3 8980:4.12311
8752:4.47214 8755:6.32456
8696:8.94427 8703:12.1655
8749:4.12311 8864:3.60555
8740:5.83095 8799:3
8754:7.07107 8865:6.32456
8718:7.2111 8744:7.61577
8814:5.09902 8843:2.23607
8771:9.43398 8842:11.3137
8714:8.24621 8998:8.06226
8829:3 8868:5
8850:4 8896:5.83095
8885:11.4018 8897:11.1803
8701:5.09902 8867:10.198
8753:7.61577 8965:10.198
8845:1.41421 8938:6
8679:2.23607 8780:3.60555
8786:2.23607 8801:7.07107
8684:4.12311 8819:5
8725:5.83095 8799:3.60555
8852:7.81025 8939:6.40312
8901:9.89949 8926:1.41421
8748:13.0384 8963:12.3693
8727:7.61577 8882:4
8851:8.60233 8913:8.06226
8851:8.94427 8977:2.23607
8774:4.24264 8946:4.12311
8743:13.0384 8755:10.0499
8700:5.38516 8724:4.12311
8792:6.32456 8972:3.60555
8703:9.84886 8990:12.3693
8722:4.47214 8872:7
8683:6.08276 8785:5.09902
8726:7.07107 8865:11.4018
8722:6.32456 8752:10
8857:7.81025 8936:7.07107
8823:10.4403 8915:6.40312
8717:6.08276 8802:7.07107
8778:3 8779:7
8763:3 8912:5.09902
8678:3.60555 8925:5.09902
8718:8.544 8917:5.83095
8760:3 8912:6.40312
8735:10.4403 8753:16.4012
8899:4.47214 8990:4.12311
8855:7.61577 8884:7.81025
8724:16.6433 8749:13.9284
8690:8.48528 8947:12.0416
8827:5.09902 8962:2
8874:5.83095 8932:4.12311
8729:9.43398 8790:11.4018
8798:12.2066 8941:5.09902
8795:3.16228 8927:3.16228
8747:4.24264 8946:4.12311
8839:5.38516 8883:7
8693:6.40312 8793:6
8849:7.07107 8934:6.32456
8759:3 8779:4
8695:6 8778:4
8679:4 8737:3.60555
8783:2.82843 8864:4.12311
8865:5 8961:7.2111
8781:2.82843 8864:6.7082
8964:1 8971:8.24621
8683:8.06226 8753:5.09902
8701:5.38516 8738:2.23607
8910:3.16228 8920:6.40312
8697:3 8882:14.3178
8889:7.07107 8966:9.43398
8771:11.4018 8914:6.7082
8816:6.40312 8947:5.38516
8750:6.32456 8972:5
8693:4.12311 8900:4.47214
8796:5.38516 8988:9.48683
8773:3.16228 8839:5.38516
8794:5.38516 8988:4.12311
8805:2.82843 8821:2.23607
8857:8.544 8943:9
8725:3 8740:3.60555
8713:8.06226 8859:2.82843
8738:7.07107 8786:6.7082
8758:7.07107 8956:4.24264
8708:4.24264 8971:4
8808:2.23607 8890:1
8797:2.82843 8821:1
8838:5.38516 8853:6
8682:8.94427 8976:8.94427
8804:2.23607 8890:3.16228
8804:5.38516 8808:4.24264
8708:9.21954 8836:6
8875:3.16228 8916:7.2111
8839:9.05539 8847:8.06226
8880:11.6619 8987:12.53
8728:5.09902 8843:3
8902:6.32456 8945:6.08276
8791:6.40312 8947:7.07107
8747:5.09902 8946:5
8911:4.24264 8980:2.23607
8684:5.65685 8739:5
8854:3.60555 8923:5.09902
8797:2.23607 8805:1
8880:4.47214 8987:3.60555
8757:10.4403 8915:5.09902
8846:11 8984:4.12311
8731:5.38516 8829:2.82843
8689:4 8692:1
8769:5.09902 8962:5.09902
8842:7.07107 8970:5.09902
8731:3 8825:2.82843
8708:5.09902 8971:5.65685
8728:12.1655 8843:13
8844:5.38516 8899:6.08276
8706:8.60233 8856:5.38516
8906:9.21954 8999:9.48683
8906:6.7082 8912:3.16228
8708:3.60555 8810:6
8994:3 8998:4.12311
8806:5.38516 8973:1.41421
8775:5.38516 8795:5.38516
8936:7.61577 8959:8
8676:7.07107 8907:6
8828:7.07107 8948:3.16228
8728:2.23607 8814:3
8799:10.6301 8832:5.38516
8736:1.41421 8938:5.09902
8699:3.16228 8824:11
8795:8.24621 8812:8.06226
8760:9.48683 8943:6.08276
8934:1.41421 8937:5
8732:4 8896:5.09902
8877:8.60233 8913:3.60555
8741:7.81025 8939:1.41421
8949:5.09902 8953:4.12311
8820:3.60555 8874:6.32456
8719:7.07107 8924:3.60555
8833:5.38516 8898:4.24264
8756:7.81025 8959:7.28011
8684:7 8951:7.28011
8713:6.7082 8800:2.82843
8709:3.60555 8871:6.7082
8707:5.65685 8816:7.28011
8686:8.48528 8974:10.0499
8825:10.4403 8868:10.6301
8724:3.60555 8781:4.12311
8726:6.32456 8782:5
8726:9.84886 8999:12.53
8734:10.198 8894:5.38516
8731:5 8982:3.16228
8930:7.2111 8979:3
8909:6.7082 8968:2.23607
8709:5.83095 8958:4.12311
8722:6.40312 8752:7
8774:5 8946:3.16228
8770:5.83095 8854:6.32456
8811:3.16228 8877:5.09902
8706:12.3693 8992:3
8875:5.09902 8913:5
8853:8.06226 8953:4
8958:6.08276 8983:4.12311
8822:4.47214 8987:1
8892:10.4403 8963:12.7279
8727:9.89949 8744:4
8775:7 8905:3
8841:7.2111 8907:4
8733:11.4018 8897:2.23607
8950:7.2111 8991:7.61577
8738:8.544 8786:10.7703
8680:8.06226 8692:11.4018
8789:7.07107 8954:5
8804:1 8904:2.23607
8927:5.65685 8997:2.23607
8881:10.4403 8963:12.0416
8710:3.16228 8988:9.05539
8867:5.38516 8967:5.65685
8676:7.28011 8678:9.48683
8732:5.83095 8850:5.09902
8733:11.1803 8885:2.23607
8833:9.43398 8856:4.24264
8765:4.47214 8990:5.38516
8693:8.544 8793:4.47214
8830:9.43398 8926:8.48528
8805:7.07107 8815:6.32456
8680:4.12311 8944:7.81025
8804:2.82843 8890:2.23607
8775:10 8883:3
8835:6.7082 8999:1
8841:6 8884:4
8707:10.8167 8716:12.083
8870:6.7082 8968:7.07107
8787:3.16228 8920:8.06226
8818:4.24264 8980:2.23607
8760:5.09902 8835:3.16228
8851:3.60555 8877:5
8771:12.0416 8790:6.7082
8757:6.40312 8823:5.09902
8811:7.2111 8996:9.21954
8718:5.38516 8762:5.83095
8894:6.40312 8967:1
8918:9.21954 8967:10
8927:5 8938:4.24264
8693:4.12311 8793:5.83095
8932:6 8961:7.07107
8702:1 8820:5.09902
8719:5 8855:3.60555
8678:7.28011 8761:5.09902
8742:1.41421 8901:8.48528
8773:3.16228 8997:3.60555
8777:8.60233 8849:8.24621
8942:13.3417 8957:1
8869:7.2111 8956:6.32456
8790:14.1421 8909:10.7703
8770:4.12311 8922:6
8910:13 8960:4.47214
8687:5.09902 8849:1.41421
8824:13.4164 8984:11.1803
8750:7.07107 8756:7.07107
8687:5 8849:5
8845:5.09902 8920:4.24264
8741:6.40312 8852:1.41421
8704:5.09902 8989:7.28011
8769:10.198 8772:5.09902
8721:6.08276 8985:6.08276
8798:9 8848:6.08276
8855:7.61577 8903:7.81025
8710:7.81025 8815:6.08276
8774:4.12311 8873:3.16228
8690:3.60555 8791:5.38516
8842:3.16228 8970:5.09902
8797:6.32456 8853:5.09902
8886:7.2111 8991:4.24264
8791:11.6619 8858:7.28011
8746:11.1803 8977:9.48683
8853:4.12311 8878:4
8789:12.0416 8889:5
8682:10.7703 8761:10.2956
8802:4.24264 8930:6.32456
8929:1 8942:14.3178
8694:4.47214 8871:4.12311
8840:8 8857:7.28011
8910:8.544 8933:4.47214
8782:7.2111 8922:7.07107
8769:2 8827:5.09902
8743:12.3693 8892:12.0416
8784:1 8971:8.544
8683:10.0499 8735:10.198
8717:1 8758:7.07107
8894:5.65685 8918:1
8870:2.23607 8909:7.07107
8706:7.28011 8833:13
8828:5.09902 8948:5.09902
8708:3.16228 8803:4
8750:3.60555 8792:5
8821:4.47214 8838:1.41421
8721:3 8980:5.65685
8890:5 8904:3.16228
8783:8.06226 8807:8.94427
8746:2.23607 8952:9.48683
8948:9.21954 8970:6.08276
8869:3 8984:8.24621
8818:2.23607 8911:2.23607
8881:13.4164 8995:3.16228
8731:6.7082 8868:3.16228
8709:3.60555 8879:4.12311
8824:4.12311 8979:8.24621
8721:7.07107 8942:6.08276
8688:8.06226 8994:14.4222
8822:3.60555 8880:1
8710:8.24621 8796:4.12311
8704:2.23607 8940:7.28011
8765:4.12311 8899:5.38516
8886:7.61577 8950:4.24264
8862:13.4164 8876:3
8741:8.06226 8872:8.60233
8837:3 8998:5.65685
8728:14.1421 8981:3.16228
8875:10.4403 8916:9.21954
8891:2.23607 8927:3.60555
8837:4.12311 8994:5.65685
8835:7.61577 8906:1
9055:1.41421 9138:1
9021:2.23607 9025:2
9036:1.41421 9080:3.16228
9076:4.12311 9147:4.12311
9074:2 9085:1.41421
9035:4.12311 9170:4.24264
9018:1 9060:1
9030:3.16228 9038:2.23607
9020:2.82843 9057:2.82843
9041:1 9100:2.23607
9013:1 9026:1.41421
9044:2 9088:2
9025:2.82843 9164:2.23607
9010:1 9052:1
9152:2.82843 9155:1
9066:2 9094:1
9068:3.60555 9110:4.12311
9040:3.16228 9046:1
9006:1 9163:1
9071:1 9087:2.23607
9033:2.23607 9072:2.23607
9028:2.23607 9059:1.41421
9162:1.41421 9163:1.41421
9099:2 9136:3
9096:2.23607 9168:1.41421
9001:2 9108:2.23607
9010:1.41421 9048:1
9080:3.60555 9137:2
9021:2.23607 9126:1.41421
9112:1.41421 9166:1
9007:3.16228 9038:2.23607
9106:3.60555 9139:5
9082:1.41421 9089:1
9020:2.23607 9158:3.60555
9075:2 9084:1
9077:2.23607 9091:3
9002:1.41421 9080:2.82843
9077:4.24264 9083:2.82843
9007:2.23607 9030:2.23607
9053:3.16228 9151:1.41421
9017:3.16228 9103:3.16228
9009:1 9100:2
9079:1 9160:2.23607
9054:1.41421 9128:2
9011:2 9088:2.82843
9092:5.83095 9113:2
9017:1 9084:3
9082:1 9153:1
9026:1 9127:1
9102:1.41421 9117:2.23607
9015:2.23607 9066:2.23607
9070:2.82843 9091:1
9010:1.41421 9013:1
9002:4.47214 9039:3.16228
9043:1.41421 9128:1.41421
9000:1.41421 9125:1.41421
